Date,CPI-U,Month,Year,Item,Region
9/1/2020,268.109,Sep,2020,Food at home,NY Metro
10/1/2020,268.221,Oct,2020,Food at home,NY Metro
11/1/2020,267.638,Nov,2020,Food at home,NY Metro
12/1/2020,268.16,Dec,2020,Food at home,NY Metro
1/1/2020,261.131,Jan,2020,Food at home,NY Metro
2/1/2021,267.5,Feb,2021,Food at home,NY Metro
3/1/2021,268.347,Mar,2021,Food at home,NY Metro
4/1/2021,271.55,Apr,2021,Food at home,NY Metro
5/1/2021,271.019,May,2021,Food at home,NY Metro
6/1/2021,273.446,Jun,2021,Food at home,NY Metro
7/1/2021,275.851,Jul,2021,Food at home,NY Metro
8/1/2021,276.818,Aug,2021,Food at home,NY Metro
9/1/2021,280.498,Sep,2021,Food at home,NY Metro
10/1/2021,281.298,Oct,2021,Food at home,NY Metro
11/1/2021,283.223,Nov,2021,Food at home,NY Metro
12/1/2021,284.34,Dec,2021,Food at home,NY Metro
1/1/2021,267.564,Jan,2021,Food at home,NY Metro
2/1/2022,291.811,Feb,2022,Food at home,NY Metro
3/1/2022,293.548,Mar,2022,Food at home,NY Metro
4/1/2022,298.825,Apr,2022,Food at home,NY Metro
5/1/2022,301.121,May,2022,Food at home,NY Metro
6/1/2022,301.169,Jun,2022,Food at home,NY Metro
7/1/2022,,Jul,2022,Food at home,NY Metro
8/1/2022,,Aug,2022,Food at home,NY Metro
9/1/2022,,Sep,2022,Food at home,NY Metro
10/1/2022,,Oct,2022,Food at home,NY Metro
11/1/2022,,Nov,2022,Food at home,NY Metro
12/1/2022,,Dec,2022,Food at home,NY Metro
1/1/2022,287.86,Jan,2022,Food at home,NY Metro
2/1/1980,75.4,Feb,1980,Medical Care,NY Metro
3/1/1980,76.2,Mar,1980,Medical Care,NY Metro
4/1/1980,76.9,Apr,1980,Medical Care,NY Metro
5/1/1980,76.9,May,1980,Medical Care,NY Metro
6/1/1980,77,Jun,1980,Medical Care,NY Metro
7/1/1980,77.2,Jul,1980,Medical Care,NY Metro
8/1/1980,77.8,Aug,1980,Medical Care,NY Metro
9/1/1980,78.3,Sep,1980,Medical Care,NY Metro
10/1/1980,78.7,Oct,1980,Medical Care,NY Metro
11/1/1980,79,Nov,1980,Medical Care,NY Metro
12/1/1980,79.3,Dec,1980,Medical Care,NY Metro
1/1/1980,74.5,Jan,1980,Medical Care,NY Metro
2/1/1981,80.6,Feb,1981,Medical Care,NY Metro
3/1/1981,81.6,Mar,1981,Medical Care,NY Metro
4/1/1981,82.5,Apr,1981,Medical Care,NY Metro
5/1/1981,82.7,May,1981,Medical Care,NY Metro
6/1/1981,84.1,Jun,1981,Medical Care,NY Metro
7/1/1981,85,Jul,1981,Medical Care,NY Metro
8/1/1981,85.2,Aug,1981,Medical Care,NY Metro
9/1/1981,86.2,Sep,1981,Medical Care,NY Metro
10/1/1981,87.2,Oct,1981,Medical Care,NY Metro
11/1/1981,87.7,Nov,1981,Medical Care,NY Metro
12/1/1981,88.1,Dec,1981,Medical Care,NY Metro
1/1/1981,80.2,Jan,1981,Medical Care,NY Metro
2/1/1982,89.9,Feb,1982,Medical Care,NY Metro
3/1/1982,90.7,Mar,1982,Medical Care,NY Metro
4/1/1982,90.9,Apr,1982,Medical Care,NY Metro
5/1/1982,91.2,May,1982,Medical Care,NY Metro
6/1/1982,91.6,Jun,1982,Medical Care,NY Metro
7/1/1982,91.5,Jul,1982,Medical Care,NY Metro
8/1/1982,91.9,Aug,1982,Medical Care,NY Metro
9/1/1982,92.8,Sep,1982,Medical Care,NY Metro
10/1/1982,93.3,Oct,1982,Medical Care,NY Metro
11/1/1982,94.1,Nov,1982,Medical Care,NY Metro
12/1/1982,94.4,Dec,1982,Medical Care,NY Metro
1/1/1982,89.1,Jan,1982,Medical Care,NY Metro
2/1/1983,97.3,Feb,1983,Medical Care,NY Metro
3/1/1983,98.1,Mar,1983,Medical Care,NY Metro
4/1/1983,98.7,Apr,1983,Medical Care,NY Metro
5/1/1983,99.4,May,1983,Medical Care,NY Metro
6/1/1983,99.4,Jun,1983,Medical Care,NY Metro
7/1/1983,100,Jul,1983,Medical Care,NY Metro
8/1/1983,101.2,Aug,1983,Medical Care,NY Metro
9/1/1983,101.7,Sep,1983,Medical Care,NY Metro
10/1/1983,102.3,Oct,1983,Medical Care,NY Metro
11/1/1983,103.2,Nov,1983,Medical Care,NY Metro
12/1/1983,103.9,Dec,1983,Medical Care,NY Metro
1/1/1983,95.4,Jan,1983,Medical Care,NY Metro
2/1/1984,106.1,Feb,1984,Medical Care,NY Metro
3/1/1984,106.7,Mar,1984,Medical Care,NY Metro
4/1/1984,106.7,Apr,1984,Medical Care,NY Metro
5/1/1984,107.3,May,1984,Medical Care,NY Metro
6/1/1984,107.2,Jun,1984,Medical Care,NY Metro
7/1/1984,107.7,Jul,1984,Medical Care,NY Metro
8/1/1984,109,Aug,1984,Medical Care,NY Metro
9/1/1984,109.8,Sep,1984,Medical Care,NY Metro
10/1/1984,110.1,Oct,1984,Medical Care,NY Metro
11/1/1984,110.8,Nov,1984,Medical Care,NY Metro
12/1/1984,111.4,Dec,1984,Medical Care,NY Metro
1/1/1984,104.7,Jan,1984,Medical Care,NY Metro
2/1/1985,113.8,Feb,1985,Medical Care,NY Metro
3/1/1985,114.3,Mar,1985,Medical Care,NY Metro
4/1/1985,114.6,Apr,1985,Medical Care,NY Metro
5/1/1985,115.4,May,1985,Medical Care,NY Metro
6/1/1985,116.2,Jun,1985,Medical Care,NY Metro
7/1/1985,116.7,Jul,1985,Medical Care,NY Metro
8/1/1985,116.8,Aug,1985,Medical Care,NY Metro
9/1/1985,117.2,Sep,1985,Medical Care,NY Metro
10/1/1985,117.5,Oct,1985,Medical Care,NY Metro
11/1/1985,117.8,Nov,1985,Medical Care,NY Metro
12/1/1985,117.7,Dec,1985,Medical Care,NY Metro
1/1/1985,112,Jan,1985,Medical Care,NY Metro
2/1/1986,122.2,Feb,1986,Medical Care,NY Metro
3/1/1986,123.7,Mar,1986,Medical Care,NY Metro
4/1/1986,124.2,Apr,1986,Medical Care,NY Metro
5/1/1986,124.6,May,1986,Medical Care,NY Metro
6/1/1986,125.1,Jun,1986,Medical Care,NY Metro
7/1/1986,126,Jul,1986,Medical Care,NY Metro
8/1/1986,126.4,Aug,1986,Medical Care,NY Metro
9/1/1986,127.8,Sep,1986,Medical Care,NY Metro
10/1/1986,128.7,Oct,1986,Medical Care,NY Metro
11/1/1986,128.7,Nov,1986,Medical Care,NY Metro
12/1/1986,130.3,Dec,1986,Medical Care,NY Metro
1/1/1986,120,Jan,1986,Medical Care,NY Metro
2/1/1987,132.9,Feb,1987,Medical Care,NY Metro
3/1/1987,135,Mar,1987,Medical Care,NY Metro
4/1/1987,136.1,Apr,1987,Medical Care,NY Metro
5/1/1987,136.1,May,1987,Medical Care,NY Metro
6/1/1987,136.3,Jun,1987,Medical Care,NY Metro
7/1/1987,136.8,Jul,1987,Medical Care,NY Metro
8/1/1987,137.2,Aug,1987,Medical Care,NY Metro
9/1/1987,137.2,Sep,1987,Medical Care,NY Metro
10/1/1987,137.5,Oct,1987,Medical Care,NY Metro
11/1/1987,137.9,Nov,1987,Medical Care,NY Metro
12/1/1987,138.5,Dec,1987,Medical Care,NY Metro
1/1/1987,131.1,Jan,1987,Medical Care,NY Metro
2/1/1988,141.3,Feb,1988,Medical Care,NY Metro
3/1/1988,142.7,Mar,1988,Medical Care,NY Metro
4/1/1988,143.2,Apr,1988,Medical Care,NY Metro
5/1/1988,144.1,May,1988,Medical Care,NY Metro
6/1/1988,144.7,Jun,1988,Medical Care,NY Metro
7/1/1988,146.1,Jul,1988,Medical Care,NY Metro
8/1/1988,145.9,Aug,1988,Medical Care,NY Metro
9/1/1988,146.9,Sep,1988,Medical Care,NY Metro
10/1/1988,147.1,Oct,1988,Medical Care,NY Metro
11/1/1988,147.6,Nov,1988,Medical Care,NY Metro
12/1/1988,147.9,Dec,1988,Medical Care,NY Metro
1/1/1988,139.7,Jan,1988,Medical Care,NY Metro
2/1/1989,151.1,Feb,1989,Medical Care,NY Metro
3/1/1989,152.9,Mar,1989,Medical Care,NY Metro
4/1/1989,153.4,Apr,1989,Medical Care,NY Metro
5/1/1989,154.3,May,1989,Medical Care,NY Metro
6/1/1989,155.6,Jun,1989,Medical Care,NY Metro
7/1/1989,156.2,Jul,1989,Medical Care,NY Metro
8/1/1989,157.1,Aug,1989,Medical Care,NY Metro
9/1/1989,157.7,Sep,1989,Medical Care,NY Metro
10/1/1989,159.7,Oct,1989,Medical Care,NY Metro
11/1/1989,160.5,Nov,1989,Medical Care,NY Metro
12/1/1989,161.5,Dec,1989,Medical Care,NY Metro
1/1/1989,149.5,Jan,1989,Medical Care,NY Metro
2/1/1990,166.7,Feb,1990,Medical Care,NY Metro
3/1/1990,169.2,Mar,1990,Medical Care,NY Metro
4/1/1990,170.1,Apr,1990,Medical Care,NY Metro
5/1/1990,170.5,May,1990,Medical Care,NY Metro
6/1/1990,171.4,Jun,1990,Medical Care,NY Metro
7/1/1990,171.8,Jul,1990,Medical Care,NY Metro
8/1/1990,175.1,Aug,1990,Medical Care,NY Metro
9/1/1990,175.9,Sep,1990,Medical Care,NY Metro
10/1/1990,177.5,Oct,1990,Medical Care,NY Metro
11/1/1990,178,Nov,1990,Medical Care,NY Metro
12/1/1990,178.7,Dec,1990,Medical Care,NY Metro
1/1/1990,163.9,Jan,1990,Medical Care,NY Metro
2/1/1991,182.8,Feb,1991,Medical Care,NY Metro
3/1/1991,183.9,Mar,1991,Medical Care,NY Metro
4/1/1991,184.2,Apr,1991,Medical Care,NY Metro
5/1/1991,183.9,May,1991,Medical Care,NY Metro
6/1/1991,185.3,Jun,1991,Medical Care,NY Metro
7/1/1991,187.2,Jul,1991,Medical Care,NY Metro
8/1/1991,188.7,Aug,1991,Medical Care,NY Metro
9/1/1991,189.3,Sep,1991,Medical Care,NY Metro
10/1/1991,189.6,Oct,1991,Medical Care,NY Metro
11/1/1991,191,Nov,1991,Medical Care,NY Metro
12/1/1991,192,Dec,1991,Medical Care,NY Metro
1/1/1991,180.8,Jan,1991,Medical Care,NY Metro
2/1/1992,196.4,Feb,1992,Medical Care,NY Metro
3/1/1992,197.7,Mar,1992,Medical Care,NY Metro
4/1/1992,198.4,Apr,1992,Medical Care,NY Metro
5/1/1992,199.1,May,1992,Medical Care,NY Metro
6/1/1992,200,Jun,1992,Medical Care,NY Metro
7/1/1992,201.2,Jul,1992,Medical Care,NY Metro
8/1/1992,200.8,Aug,1992,Medical Care,NY Metro
9/1/1992,201.9,Sep,1992,Medical Care,NY Metro
10/1/1992,202.8,Oct,1992,Medical Care,NY Metro
11/1/1992,203.1,Nov,1992,Medical Care,NY Metro
12/1/1992,203.3,Dec,1992,Medical Care,NY Metro
1/1/1992,195.1,Jan,1992,Medical Care,NY Metro
2/1/1993,205.5,Feb,1993,Medical Care,NY Metro
3/1/1993,206.6,Mar,1993,Medical Care,NY Metro
4/1/1993,207.9,Apr,1993,Medical Care,NY Metro
5/1/1993,208.9,May,1993,Medical Care,NY Metro
6/1/1993,208.9,Jun,1993,Medical Care,NY Metro
7/1/1993,209.5,Jul,1993,Medical Care,NY Metro
8/1/1993,210.7,Aug,1993,Medical Care,NY Metro
9/1/1993,211,Sep,1993,Medical Care,NY Metro
10/1/1993,211.3,Oct,1993,Medical Care,NY Metro
11/1/1993,211.4,Nov,1993,Medical Care,NY Metro
12/1/1993,212,Dec,1993,Medical Care,NY Metro
1/1/1993,205.1,Jan,1993,Medical Care,NY Metro
2/1/1994,214.2,Feb,1994,Medical Care,NY Metro
3/1/1994,215.1,Mar,1994,Medical Care,NY Metro
4/1/1994,215.8,Apr,1994,Medical Care,NY Metro
5/1/1994,216.5,May,1994,Medical Care,NY Metro
6/1/1994,217.7,Jun,1994,Medical Care,NY Metro
7/1/1994,218.2,Jul,1994,Medical Care,NY Metro
8/1/1994,218.7,Aug,1994,Medical Care,NY Metro
9/1/1994,218.6,Sep,1994,Medical Care,NY Metro
10/1/1994,220.6,Oct,1994,Medical Care,NY Metro
11/1/1994,220.6,Nov,1994,Medical Care,NY Metro
12/1/1994,221.7,Dec,1994,Medical Care,NY Metro
1/1/1994,213.5,Jan,1994,Medical Care,NY Metro
2/1/1995,225.1,Feb,1995,Medical Care,NY Metro
3/1/1995,225.3,Mar,1995,Medical Care,NY Metro
4/1/1995,225.6,Apr,1995,Medical Care,NY Metro
5/1/1995,226,May,1995,Medical Care,NY Metro
6/1/1995,226,Jun,1995,Medical Care,NY Metro
7/1/1995,226.2,Jul,1995,Medical Care,NY Metro
8/1/1995,227.4,Aug,1995,Medical Care,NY Metro
9/1/1995,228,Sep,1995,Medical Care,NY Metro
10/1/1995,229.5,Oct,1995,Medical Care,NY Metro
11/1/1995,229.6,Nov,1995,Medical Care,NY Metro
12/1/1995,230,Dec,1995,Medical Care,NY Metro
1/1/1995,223.2,Jan,1995,Medical Care,NY Metro
2/1/1996,231.6,Feb,1996,Medical Care,NY Metro
3/1/1996,232.6,Mar,1996,Medical Care,NY Metro
4/1/1996,232.8,Apr,1996,Medical Care,NY Metro
5/1/1996,234.1,May,1996,Medical Care,NY Metro
6/1/1996,234,Jun,1996,Medical Care,NY Metro
7/1/1996,235,Jul,1996,Medical Care,NY Metro
8/1/1996,237.4,Aug,1996,Medical Care,NY Metro
9/1/1996,237.6,Sep,1996,Medical Care,NY Metro
10/1/1996,239.2,Oct,1996,Medical Care,NY Metro
11/1/1996,239.6,Nov,1996,Medical Care,NY Metro
12/1/1996,239.3,Dec,1996,Medical Care,NY Metro
1/1/1996,231.1,Jan,1996,Medical Care,NY Metro
2/1/1997,243.1,Feb,1997,Medical Care,NY Metro
3/1/1997,243.6,Mar,1997,Medical Care,NY Metro
4/1/1997,243.4,Apr,1997,Medical Care,NY Metro
5/1/1997,243.5,May,1997,Medical Care,NY Metro
6/1/1997,244.1,Jun,1997,Medical Care,NY Metro
7/1/1997,244.4,Jul,1997,Medical Care,NY Metro
8/1/1997,244.7,Aug,1997,Medical Care,NY Metro
9/1/1997,245.4,Sep,1997,Medical Care,NY Metro
10/1/1997,246.1,Oct,1997,Medical Care,NY Metro
11/1/1997,246.5,Nov,1997,Medical Care,NY Metro
12/1/1997,246.9,Dec,1997,Medical Care,NY Metro
1/1/1997,242.6,Jan,1997,Medical Care,NY Metro
2/1/1998,250.6,Feb,1998,Medical Care,NY Metro
3/1/1998,250.9,Mar,1998,Medical Care,NY Metro
4/1/1998,254.9,Apr,1998,Medical Care,NY Metro
5/1/1998,255,May,1998,Medical Care,NY Metro
6/1/1998,254.9,Jun,1998,Medical Care,NY Metro
7/1/1998,254.9,Jul,1998,Medical Care,NY Metro
8/1/1998,256.9,Aug,1998,Medical Care,NY Metro
9/1/1998,257.7,Sep,1998,Medical Care,NY Metro
10/1/1998,258.1,Oct,1998,Medical Care,NY Metro
11/1/1998,257.5,Nov,1998,Medical Care,NY Metro
12/1/1998,258.8,Dec,1998,Medical Care,NY Metro
1/1/1998,249.2,Jan,1998,Medical Care,NY Metro
2/1/1999,262.6,Feb,1999,Medical Care,NY Metro
3/1/1999,263.7,Mar,1999,Medical Care,NY Metro
4/1/1999,263.9,Apr,1999,Medical Care,NY Metro
5/1/1999,264,May,1999,Medical Care,NY Metro
6/1/1999,264.9,Jun,1999,Medical Care,NY Metro
7/1/1999,265.8,Jul,1999,Medical Care,NY Metro
8/1/1999,266.3,Aug,1999,Medical Care,NY Metro
9/1/1999,266.6,Sep,1999,Medical Care,NY Metro
10/1/1999,266.8,Oct,1999,Medical Care,NY Metro
11/1/1999,267.3,Nov,1999,Medical Care,NY Metro
12/1/1999,268.3,Dec,1999,Medical Care,NY Metro
1/1/1999,262.8,Jan,1999,Medical Care,NY Metro
2/1/2000,271.3,Feb,2000,Medical Care,NY Metro
3/1/2000,272.4,Mar,2000,Medical Care,NY Metro
4/1/2000,272.7,Apr,2000,Medical Care,NY Metro
5/1/2000,274.2,May,2000,Medical Care,NY Metro
6/1/2000,275.4,Jun,2000,Medical Care,NY Metro
7/1/2000,275.7,Jul,2000,Medical Care,NY Metro
8/1/2000,276,Aug,2000,Medical Care,NY Metro
9/1/2000,276.9,Sep,2000,Medical Care,NY Metro
10/1/2000,278.2,Oct,2000,Medical Care,NY Metro
11/1/2000,279.1,Nov,2000,Medical Care,NY Metro
12/1/2000,279.6,Dec,2000,Medical Care,NY Metro
1/1/2000,269.5,Jan,2000,Medical Care,NY Metro
2/1/2001,283.5,Feb,2001,Medical Care,NY Metro
3/1/2001,283.8,Mar,2001,Medical Care,NY Metro
4/1/2001,286.1,Apr,2001,Medical Care,NY Metro
5/1/2001,287.4,May,2001,Medical Care,NY Metro
6/1/2001,288.2,Jun,2001,Medical Care,NY Metro
7/1/2001,288.2,Jul,2001,Medical Care,NY Metro
8/1/2001,289,Aug,2001,Medical Care,NY Metro
9/1/2001,288.8,Sep,2001,Medical Care,NY Metro
10/1/2001,289.6,Oct,2001,Medical Care,NY Metro
11/1/2001,289.6,Nov,2001,Medical Care,NY Metro
12/1/2001,290,Dec,2001,Medical Care,NY Metro
1/1/2001,281,Jan,2001,Medical Care,NY Metro
2/1/2002,296.4,Feb,2002,Medical Care,NY Metro
3/1/2002,296.9,Mar,2002,Medical Care,NY Metro
4/1/2002,298.2,Apr,2002,Medical Care,NY Metro
5/1/2002,298.7,May,2002,Medical Care,NY Metro
6/1/2002,299.2,Jun,2002,Medical Care,NY Metro
7/1/2002,301.4,Jul,2002,Medical Care,NY Metro
8/1/2002,301.3,Aug,2002,Medical Care,NY Metro
9/1/2002,301.8,Sep,2002,Medical Care,NY Metro
10/1/2002,301.8,Oct,2002,Medical Care,NY Metro
11/1/2002,303.5,Nov,2002,Medical Care,NY Metro
12/1/2002,303.6,Dec,2002,Medical Care,NY Metro
1/1/2002,294,Jan,2002,Medical Care,NY Metro
2/1/2003,305,Feb,2003,Medical Care,NY Metro
3/1/2003,303.3,Mar,2003,Medical Care,NY Metro
4/1/2003,305.8,Apr,2003,Medical Care,NY Metro
5/1/2003,307.4,May,2003,Medical Care,NY Metro
6/1/2003,308.4,Jun,2003,Medical Care,NY Metro
7/1/2003,310.7,Jul,2003,Medical Care,NY Metro
8/1/2003,309.9,Aug,2003,Medical Care,NY Metro
9/1/2003,311,Sep,2003,Medical Care,NY Metro
10/1/2003,309.6,Oct,2003,Medical Care,NY Metro
11/1/2003,310.9,Nov,2003,Medical Care,NY Metro
12/1/2003,313,Dec,2003,Medical Care,NY Metro
1/1/2003,305.4,Jan,2003,Medical Care,NY Metro
2/1/2004,314.5,Feb,2004,Medical Care,NY Metro
3/1/2004,317.2,Mar,2004,Medical Care,NY Metro
4/1/2004,317.1,Apr,2004,Medical Care,NY Metro
5/1/2004,317.2,May,2004,Medical Care,NY Metro
6/1/2004,318.1,Jun,2004,Medical Care,NY Metro
7/1/2004,319.9,Jul,2004,Medical Care,NY Metro
8/1/2004,319.2,Aug,2004,Medical Care,NY Metro
9/1/2004,319.7,Sep,2004,Medical Care,NY Metro
10/1/2004,320.9,Oct,2004,Medical Care,NY Metro
11/1/2004,320.8,Nov,2004,Medical Care,NY Metro
12/1/2004,322.2,Dec,2004,Medical Care,NY Metro
1/1/2004,313.1,Jan,2004,Medical Care,NY Metro
2/1/2005,325,Feb,2005,Medical Care,NY Metro
3/1/2005,326.2,Mar,2005,Medical Care,NY Metro
4/1/2005,325.9,Apr,2005,Medical Care,NY Metro
5/1/2005,325.9,May,2005,Medical Care,NY Metro
6/1/2005,327.4,Jun,2005,Medical Care,NY Metro
7/1/2005,327.7,Jul,2005,Medical Care,NY Metro
8/1/2005,327.6,Aug,2005,Medical Care,NY Metro
9/1/2005,329.2,Sep,2005,Medical Care,NY Metro
10/1/2005,330.3,Oct,2005,Medical Care,NY Metro
11/1/2005,331.4,Nov,2005,Medical Care,NY Metro
12/1/2005,332.8,Dec,2005,Medical Care,NY Metro
1/1/2005,324.2,Jan,2005,Medical Care,NY Metro
2/1/2006,336.9,Feb,2006,Medical Care,NY Metro
3/1/2006,338.6,Mar,2006,Medical Care,NY Metro
4/1/2006,339.9,Apr,2006,Medical Care,NY Metro
5/1/2006,340.5,May,2006,Medical Care,NY Metro
6/1/2006,341.2,Jun,2006,Medical Care,NY Metro
7/1/2006,342.1,Jul,2006,Medical Care,NY Metro
8/1/2006,343.1,Aug,2006,Medical Care,NY Metro
9/1/2006,343,Sep,2006,Medical Care,NY Metro
10/1/2006,344.3,Oct,2006,Medical Care,NY Metro
11/1/2006,344.4,Nov,2006,Medical Care,NY Metro
12/1/2006,345,Dec,2006,Medical Care,NY Metro
1/1/2006,333,Jan,2006,Medical Care,NY Metro
2/1/2007,354.38,Feb,2007,Medical Care,NY Metro
3/1/2007,357.692,Mar,2007,Medical Care,NY Metro
4/1/2007,359.256,Apr,2007,Medical Care,NY Metro
5/1/2007,359.861,May,2007,Medical Care,NY Metro
6/1/2007,359.81,Jun,2007,Medical Care,NY Metro
7/1/2007,361.982,Jul,2007,Medical Care,NY Metro
8/1/2007,362.329,Aug,2007,Medical Care,NY Metro
9/1/2007,362.346,Sep,2007,Medical Care,NY Metro
10/1/2007,363.141,Oct,2007,Medical Care,NY Metro
11/1/2007,363.174,Nov,2007,Medical Care,NY Metro
12/1/2007,363.978,Dec,2007,Medical Care,NY Metro
1/1/2007,350.56,Jan,2007,Medical Care,NY Metro
2/1/2008,366.619,Feb,2008,Medical Care,NY Metro
3/1/2008,366.596,Mar,2008,Medical Care,NY Metro
4/1/2008,365.956,Apr,2008,Medical Care,NY Metro
5/1/2008,369.871,May,2008,Medical Care,NY Metro
6/1/2008,368.419,Jun,2008,Medical Care,NY Metro
7/1/2008,369.528,Jul,2008,Medical Care,NY Metro
8/1/2008,369.816,Aug,2008,Medical Care,NY Metro
9/1/2008,368.93,Sep,2008,Medical Care,NY Metro
10/1/2008,367.629,Oct,2008,Medical Care,NY Metro
11/1/2008,367.298,Nov,2008,Medical Care,NY Metro
12/1/2008,367.657,Dec,2008,Medical Care,NY Metro
1/1/2008,368.031,Jan,2008,Medical Care,NY Metro
2/1/2009,371.722,Feb,2009,Medical Care,NY Metro
3/1/2009,370.132,Mar,2009,Medical Care,NY Metro
4/1/2009,369.63,Apr,2009,Medical Care,NY Metro
5/1/2009,369.782,May,2009,Medical Care,NY Metro
6/1/2009,370.231,Jun,2009,Medical Care,NY Metro
7/1/2009,369.953,Jul,2009,Medical Care,NY Metro
8/1/2009,370.817,Aug,2009,Medical Care,NY Metro
9/1/2009,372.519,Sep,2009,Medical Care,NY Metro
10/1/2009,374.115,Oct,2009,Medical Care,NY Metro
11/1/2009,373.34,Nov,2009,Medical Care,NY Metro
12/1/2009,371.91,Dec,2009,Medical Care,NY Metro
1/1/2009,369.972,Jan,2009,Medical Care,NY Metro
2/1/2010,378.015,Feb,2010,Medical Care,NY Metro
3/1/2010,380.518,Mar,2010,Medical Care,NY Metro
4/1/2010,381.018,Apr,2010,Medical Care,NY Metro
5/1/2010,380.781,May,2010,Medical Care,NY Metro
6/1/2010,380.333,Jun,2010,Medical Care,NY Metro
7/1/2010,380.832,Jul,2010,Medical Care,NY Metro
8/1/2010,380.956,Aug,2010,Medical Care,NY Metro
9/1/2010,381.757,Sep,2010,Medical Care,NY Metro
10/1/2010,382.141,Oct,2010,Medical Care,NY Metro
11/1/2010,382.937,Nov,2010,Medical Care,NY Metro
12/1/2010,384.098,Dec,2010,Medical Care,NY Metro
1/1/2010,376.695,Jan,2010,Medical Care,NY Metro
2/1/2011,388.192,Feb,2011,Medical Care,NY Metro
3/1/2011,390.308,Mar,2011,Medical Care,NY Metro
4/1/2011,391.303,Apr,2011,Medical Care,NY Metro
5/1/2011,391.113,May,2011,Medical Care,NY Metro
6/1/2011,391.602,Jun,2011,Medical Care,NY Metro
7/1/2011,391.951,Jul,2011,Medical Care,NY Metro
8/1/2011,393.55,Aug,2011,Medical Care,NY Metro
9/1/2011,395.266,Sep,2011,Medical Care,NY Metro
10/1/2011,395.287,Oct,2011,Medical Care,NY Metro
11/1/2011,396.753,Nov,2011,Medical Care,NY Metro
12/1/2011,399.502,Dec,2011,Medical Care,NY Metro
1/1/2011,386.635,Jan,2011,Medical Care,NY Metro
2/1/2012,408.337,Feb,2012,Medical Care,NY Metro
3/1/2012,409.317,Mar,2012,Medical Care,NY Metro
4/1/2012,410.02,Apr,2012,Medical Care,NY Metro
5/1/2012,412.765,May,2012,Medical Care,NY Metro
6/1/2012,412.349,Jun,2012,Medical Care,NY Metro
7/1/2012,413.555,Jul,2012,Medical Care,NY Metro
8/1/2012,414.055,Aug,2012,Medical Care,NY Metro
9/1/2012,414.17,Sep,2012,Medical Care,NY Metro
10/1/2012,413.925,Oct,2012,Medical Care,NY Metro
11/1/2012,415.741,Nov,2012,Medical Care,NY Metro
12/1/2012,414.838,Dec,2012,Medical Care,NY Metro
1/1/2012,407.792,Jan,2012,Medical Care,NY Metro
2/1/2013,423.298,Feb,2013,Medical Care,NY Metro
3/1/2013,423.763,Mar,2013,Medical Care,NY Metro
4/1/2013,424.875,Apr,2013,Medical Care,NY Metro
5/1/2013,424.325,May,2013,Medical Care,NY Metro
6/1/2013,426.585,Jun,2013,Medical Care,NY Metro
7/1/2013,426.445,Jul,2013,Medical Care,NY Metro
8/1/2013,427.025,Aug,2013,Medical Care,NY Metro
9/1/2013,429.941,Sep,2013,Medical Care,NY Metro
10/1/2013,426.844,Oct,2013,Medical Care,NY Metro
11/1/2013,426.429,Nov,2013,Medical Care,NY Metro
12/1/2013,427.35,Dec,2013,Medical Care,NY Metro
1/1/2013,417.173,Jan,2013,Medical Care,NY Metro
2/1/2014,431.317,Feb,2014,Medical Care,NY Metro
3/1/2014,433.186,Mar,2014,Medical Care,NY Metro
4/1/2014,433.955,Apr,2014,Medical Care,NY Metro
5/1/2014,437.85,May,2014,Medical Care,NY Metro
6/1/2014,438.738,Jun,2014,Medical Care,NY Metro
7/1/2014,439.665,Jul,2014,Medical Care,NY Metro
8/1/2014,438.499,Aug,2014,Medical Care,NY Metro
9/1/2014,439.646,Sep,2014,Medical Care,NY Metro
10/1/2014,438.668,Oct,2014,Medical Care,NY Metro
11/1/2014,440.672,Nov,2014,Medical Care,NY Metro
12/1/2014,442.695,Dec,2014,Medical Care,NY Metro
1/1/2014,428.633,Jan,2014,Medical Care,NY Metro
2/1/2015,447.319,Feb,2015,Medical Care,NY Metro
3/1/2015,449.783,Mar,2015,Medical Care,NY Metro
4/1/2015,450.538,Apr,2015,Medical Care,NY Metro
5/1/2015,450.812,May,2015,Medical Care,NY Metro
6/1/2015,444.312,Jun,2015,Medical Care,NY Metro
7/1/2015,445.132,Jul,2015,Medical Care,NY Metro
8/1/2015,447.186,Aug,2015,Medical Care,NY Metro
9/1/2015,445.282,Sep,2015,Medical Care,NY Metro
10/1/2015,452.809,Oct,2015,Medical Care,NY Metro
11/1/2015,448.44,Nov,2015,Medical Care,NY Metro
12/1/2015,445.724,Dec,2015,Medical Care,NY Metro
1/1/2015,445.916,Jan,2015,Medical Care,NY Metro
2/1/2016,457.224,Feb,2016,Medical Care,NY Metro
3/1/2016,457.077,Mar,2016,Medical Care,NY Metro
4/1/2016,458.62,Apr,2016,Medical Care,NY Metro
5/1/2016,461.408,May,2016,Medical Care,NY Metro
6/1/2016,463.213,Jun,2016,Medical Care,NY Metro
7/1/2016,468.743,Jul,2016,Medical Care,NY Metro
8/1/2016,469.394,Aug,2016,Medical Care,NY Metro
9/1/2016,471.327,Sep,2016,Medical Care,NY Metro
10/1/2016,470.983,Oct,2016,Medical Care,NY Metro
11/1/2016,470.574,Nov,2016,Medical Care,NY Metro
12/1/2016,470.698,Dec,2016,Medical Care,NY Metro
